material_id,material_name,material_name_fr,material_category
6511,charcoal and ink wash on paper,Le charbon de bois et l'encre sur papier,works on paper
6512,charcoal and sanguine on paper,Charbon de bois et papier,works on paper
6513,charcoal heightened with color,Charbon de bois élevé avec la couleur,works on paper
6514,charcoal heightened with white,Charbon de bois élevé avec le blanc,works on paper
6515,charcoal on paper on cardboard,Charbon de bois sur papier sur carton,works on paper
6516,charcoal on simili Japan paper,Charbon de bois sur papier simili Japon,works on paper
6517,charcoal with gouache on paper,Charbon de bois avec gouache sur papier,works on paper
6518,Chinese ink and colored pencil,Encre chinoise et crayon de couleur,works on paper
6519,collage and decoupage on paper,Collage et découpage sur papier,works on paper
6520,collage of color tracing paper,Collage de papier de traçage des couleurs,works on paper
6521,color ink and collage on paper,Encre couleur et collage sur papier,works on paper
6522,color pencil on thin cardboard,Crayon couleur sur carton mince,works on paper
6523,"coloured chalks, on blue paper","Craies colorées, sur papier bleu",works on paper
6524,crayon and oil pastel on paper,Pastel de crayon et d'huile sur papier,works on paper
6525,crayon and pastel on cardboard,Crayon et pastel sur carton,works on paper
6526,gouache and India ink on paper,Gouache et encre de l'Inde sur papier,works on paper
6527,gouache and ink on black paper,Gouache et encre sur papier noir,works on paper
6528,gouache and watercolor on silk,Gouache et aquarelle sur soie,works on paper
6529,gouache on brown packing paper,Gouache sur papier d'emballage brun,works on paper
6530,gouache on paper laid on board,Gouache sur papier posé à bord,works on paper
6531,gouache on transparent plastic,Gouache sur plastique transparent,works on paper
6532,"gouache, watercolor and pencil","Gouache, aquarelle et crayon",works on paper
6533,graphite & watercolor on paper,Graphite et aquarelle sur papier,works on paper
6534,graphite and charcoal on paper,Graphite et charbon de bois sur papier,works on paper
6535,graphite and ink wash on paper,Lavage au graphite et à l'encre sur papier,works on paper
6536,graphite with white highlights,Graphite avec des points forts blancs,works on paper
6537,grease pencil and ink on paper,Graisser le crayon et l'encre sur papier,works on paper
6538,grey ink wash and black pencil,Lavage à l'encre grise et crayon noir,works on paper
6539,heightened watercolor on paper,Aquarelle renforcée sur papier,works on paper
6540,india ink & gold leaf on paper,Encre d'india et feuille d'or sur papier,works on paper
6541,Indian ink and crayon on paper,Encre d'Inde et crayon sur papier,works on paper
6542,Indian ink and pencil on paper,Encre et crayon indiens sur papier,works on paper
6543,"ink and color on paper, scroll","Encre et couleur sur papier, défilement",works on paper
6544,ink and gouache on Amate paper,Encre et gouache sur papier Amate,works on paper
6545,ink and paper collage on board,Collage à l'encre et sur papier à bord,works on paper
6546,ink on paper laid to cardboard,Encre sur papier pondu sur carton,works on paper
6547,ink wash  and white highlights,Lavage à l'encre et faits saillants,works on paper
6548,marker and watercolor on paper,Marqueur et aquarelle sur papier,works on paper
6549,mixed media on paper on canvas,Médias mixtes sur papier sur toile,works on paper
6550,"mixed media, tempera and chalk","Médias mixtes, tempéra et craie",works on paper
6551,oil pastel and crayon on paper,Pastel à l'huile et crayon sur papier,works on paper
6552,oil pastel and pencil on paper,Pastel à l'huile et crayon sur papier,works on paper
6553,oil pastel on waxed rice paper,Pastel à huile sur papier à riz ciré,works on paper
6554,pastel and pencil on cardboard,Pastel et crayon sur carton,works on paper
6555,pastel and watercolor on paper,Pastel et aquarelle sur papier,works on paper
6556,pastel chalk on brownish paper,Craie pastel sur papier brunâtre,works on paper
6557,pastel on paper laid on canvas,Pastel sur papier sur toile,works on paper
6558,pastel on paper laid to canvas,Pastel sur papier posé sur toile,works on paper
6559,pen and black ink on cardboard,Encre noire sur carton,works on paper
6560,pen and brush and ink and wash,"Stylo et brosse, encre et lavage",works on paper
6561,pen and India ink and ink wash,Encre et lavage à l'encre et à l'encre de l'Inde,works on paper
6562,pen and ink on gray-blue paper,Plume et encre sur papier bleu gris,works on paper
6563,pen and ink on olive cardboard,Plume et encre sur carton d'olive,works on paper
6564,pen and ink on white cardboard,Plume et encre sur carton blanc,works on paper
6565,"pen, brush, ink and watercolor","Plume, pinceau, encre et aquarelle",works on paper
6566,"pen, ink, watercolour, gouache","Plume, encre, aquarelle, gouache",works on paper
6567,pencil and acrylic on masonite,Crayon et acrylique sur masonite,works on paper
6568,pencil and crayon on cardboard,Crayon et crayon sur carton,works on paper
6569,pencil and watercolor on board,Crayon et aquarelle à bord,works on paper
6570,pencil and watercolor on paper,Crayon et aquarelle sur papier,works on paper
6571,pencil heightened with gouache,Crayon rehaussé de gouache,works on paper
6572,pencil on off-white wove paper,Crayon sur papier vélin blanc,works on paper
6573,pencil on thick handmade paper,Crayon sur papier épais fabriqué à la main,works on paper
6574,"pencil, crayon and watercolour","Crayon, crayon et aquarelle",works on paper
6575,"pencil, gouache and silver ink","Crayon, gouache et encre d'argent",works on paper
6576,"pencil, pen and ink and crayon","Crayon, stylo et encre et crayon",works on paper
6577,"pencil, pen and sepia on paper","Crayon, stylo et sepia sur papier",works on paper
6578,"pencil, watercolor and gouache","Crayon, aquarelle et gouache",works on paper
6579,printed paper collage on paper,Collage sur papier imprimé sur papier,works on paper
6580,sanguine and charcoal on paper,Sanguine et fusain sur papier,works on paper
6581,solvent transfer on rice paper,Transfert de solvant sur papier de riz,works on paper
6582,watercolor and crayon on paper,Aquarelle et crayon sur papier,works on paper
6583,watercolor and gouache and pen,Aquarelle et gouache et stylo,works on paper
6584,watercolor and gouache on bone,Aquarelle et gouache sur os,works on paper
6585,watercolor and gouache on card,Aquarelle et gouache sur carte,works on paper
6586,watercolor and ink over pencil,Aquarelle et encre au crayon,works on paper
6587,watercolor and pastel on paper,Aquarelle et pastel sur papier,works on paper
6588,watercolor and pencil on paper,Aquarelle et crayon sur papier,works on paper
6589,watercolor on cream wove paper,Aquarelle sur papier vélin crème,works on paper
6590,watercolor on sketchbook paper,Aquarelle sur papier de carnet de croquis,works on paper
6591,watercolor over ink and pencil,Aquarelle sur encre et crayon,works on paper
6592,watercolor with scratching out,Aquarelle avec grattage,works on paper
6593,watercolor with scratching-out,Aquarelle avec grattage,works on paper
6594,watercolour with brush and ink,Aquarelle avec brosse et encre,works on paper
6595,"xerox, felt pen and oil pastel","Xerox, feutre feutre et pastel à l'huile",works on paper
6596,black ball-point pen on paper,Stylo à bille noir sur papier,works on paper
6597,"black chalk, charcoal (recto)","Craie noire, fusain (recto)",works on paper
6598,black ink and monochrome wash,Encre noire et lavage monochrome,works on paper
6599,black pencil and smudge stick,Crayon noir et bâtonnet de smudge,works on paper
6600,"brown ink, watercolor and pen","Encre brune, aquarelle et stylo",works on paper
6601,charcoal and beeswax on paper,Charbon de bois et cire d'abeille sur papier,works on paper
6602,charcoal and blended charcoal,Charbon de bois et charbon mélangé,works on paper
6603,charcoal and estompe on paper,Charbon de bois et papier sur papier,works on paper
6604,charcoal and gouache on paper,Charbon de bois et gouache sur papier,works on paper
6605,charcoal on sketchblock paper,Charbon de bois sur papier à blocs,works on paper
6606,Chinese ink and blue ink wash,Savoir chinois à l'encre et à l'encre bleue,works on paper
6607,Chinese ink and wash on paper,Encre et lavage chinois sur papier,works on paper
6608,Chinese ink on handmade paper,Encre chinoise sur papier fait à la main,works on paper
6609,collage and felt tip on paper,Collage et feutre de feutre sur papier,works on paper
6610,collage in a plexiglass frame,Collage dans un cadre en plexiglas,works on paper
6611,collage on illustration board,Collage sur le tableau d'illustration,works on paper
6612,collage with paper and fabric,Collage avec du papier et du tissu,works on paper
6613,color chalk on brownish paper,Craie couleur sur papier brunâtre,works on paper
6614,color pencil and ink on paper,Couleur crayon et encre sur papier,works on paper
6615,colored crayon on black paper,Crayon de couleur sur papier noir,works on paper
6616,coloured wax crayons on paper,Crayons de cire colorés sur papier,works on paper
6617,"crayon, ink and wash on paper","Crayon, encre et lavage sur papier",works on paper
6618,dry pastel and chalk on paper,Pastel sec et craie sur papier,works on paper
6619,felt pen and collage on paper,Feutre et collage sur papier,works on paper
6620,felt tip pen on drawing board,Stylo d'extrémité de feutre sur le tableau de dessin,works on paper
6621,gouache and charcoal on paper,Gouache et fusain sur papier,works on paper
6622,gouache and collage on canvas,Gouache et collage sur toile,works on paper
6623,gouache and graphite on board,Gouache et graphite à bord,works on paper
6624,gouache and graphite on paper,Gouache et graphite sur papier,works on paper
6625,gouache on nacreous cardboard,Gouache sur carton nacelle,works on paper
6626,gouache on paper laid to card,Gouache sur papier pondu à la carte,works on paper
6627,gouache on paper on cardboard,Gouache sur papier sur carton,works on paper
6628,gouache over collage on paper,Gouache sur collage sur papier,works on paper
6629,"gouache, pen and ink on paper","Gouache, plume et encre sur papier",works on paper
6630,graphite on paper under glass,Graphite sur papier sous verre,works on paper
6631,hair and ink on paper screens,Cheveux et encre sur les écrans de papier,works on paper
6632,"hanging scrolls, ink on paper","Pendaison, encre sur papier",works on paper
6633,ink and color on paper scroll,Encre et couleur sur papier,works on paper
6634,ink and color pencil on paper,Encre et crayon de couleur sur papier,works on paper
6635,ink and mixed media on canvas,Encre et supports mixtes sur toile,works on paper
6636,"ink, felt tip pen and gouache","Encre, feutre de feutre et gouache",works on paper
6637,"ink, gouache, and watercolour","Encre, gouache et aquarelle",works on paper
6638,"ink, watercolor and bodycolor","Encre, aquarelle et carrosserie",works on paper
6639,mixed media on handmade paper,Médias mixtes sur papier fait à la main,works on paper
6640,mixed media on paper on board,Médias mixtes sur papier à bord,works on paper
6641,mixed media on thin cardboard,Milieu mixte sur carton mince,works on paper
6642,mixed media with papier-mache,Milieu mixte avec papier-mache,works on paper
6643,paper collage mounted on card,Collage sur carton monté sur carte,works on paper
6644,pastel on cardboard on canvas,Pastel sur carton sur toile,works on paper
6645,pen & colored pencil on paper,Stylo et crayon de couleur sur papier,works on paper
6646,"pen and black ink, watercolor","Plume et encre noire, aquarelle",works on paper
6647,pen and brown ink over pencil,Stylo et encre brune sur crayon,works on paper
6648,"pen and brown ink, brown wash","Stylo et encre brune, lavage brun",works on paper
6649,pen and ink and grey ink wash,Lavage à l'encre et à l'encre grise,works on paper
6650,pen and ink and wash on paper,Stylo et encre et lavage sur papier,works on paper
6651,pen and ink on handmade paper,Plume et encre sur papier fait à la main,works on paper
6652,pen and ink on thin cardboard,Plume et encre sur carton mince,works on paper
6653,pen and ink with color pencil,Stylo et encre avec crayon de couleur,works on paper
6654,pen in brown ink on gray wash,Plume à l'encre brune sur un lave-gris,works on paper
6655,"pen, black ink and watercolor","Plume, encre noire et aquarelle",works on paper
6656,"pen, brown ink and brown wash","Plume, encre brune et lave-brun",works on paper
6657,pencil and wash on firm paper,Crayon et lavage sur papier ferme,works on paper
6658,pencil on thick drawing paper,Crayon sur papier à dessin épais,works on paper
6659,pencil on yellowish cardboard,Crayon sur carton jaunâtre,works on paper
6660,pencil with a pale sepia wash,Crayon avec un lavage de sepia pâle,works on paper
6661,"pencil, ink and wash on paper","Crayon, encre et lavage sur papier",works on paper
6662,"pencil, ink wash and charcoal","Crayon, lavage à l'encre et charbon de bois",works on paper
6663,"pencil, ink, acrylic on paper","Crayon, encre, acrylique sur papier",works on paper
6664,"pencil, pastel and bodycolour","Crayon, pastel et couleur du corps",works on paper
6665,watercolor & gouache on paper,Aquarelle et gouache sur papier,works on paper
6666,watercolor and ink and pencil,Aquarelle et encre et crayon,works on paper
6667,watercolor and pencil on card,Aquarelle et crayon sur carte,works on paper
6668,watercolor on Fabriano vellum,Aquarelle sur Fabriano vellum,works on paper
6669,watercolor on hand-made paper,Aquarelle sur papier fait à la main,works on paper
6670,watercolor on paper laid down,Aquarelle sur papier fixée,works on paper
6671,watercolor on paper on canvas,Aquarelle sur papier sur toile,works on paper
6672,"watercolor, pen and brown ink","Aquarelle, stylo et encre brune",works on paper
6673,"watercolor, wash, pen and ink","Aquarelle, lavage, stylo et encre",works on paper
6674,watercolour on artist's board,Aquarelle sur le tableau d'bord de l'artiste,works on paper
6675,watercolour on original mount,Aquarelle sur montage original,works on paper
6676,"watercolour wash, pen and ink","Lavage à l'aquarelle, stylo et encre",works on paper
6677,"watercolour, gouache, and ink","Aquarelle, gouache et encre",works on paper
6678,black and red chalk on paper,Craie noire et rouge sur papier,works on paper
6679,black crayon on Ingres paper,Crayon noir sur papier Ingres,works on paper
6680,blue chalk on brownish paper,Craie bleue sur papier brunâtre,works on paper
6681,brush and ink and watercolor,Brosse et encre et aquarelle,works on paper
6682,brush and ink on brown paper,Brosse et encre sur papier marron,works on paper
6683,brush and ink on Japan paper,Brosse et encre sur papier Japon,works on paper
6684,chalk in black and gray wash,Craie en noir et gris,works on paper
6685,chalk on drawing block paper,Craie sur papier bloc de dessin,works on paper
6686,charcoal and chalk on canvas,Charbon de bois et craie sur toile,works on paper
6687,charcoal and coloured chalks,Charbon de bois et craies colorées,works on paper
6688,charcoal and coloured washes,Charbon de bois et lavages colorés,works on paper
6689,charcoal and crayon on paper,Charbon de bois et crayon sur papier,works on paper
6690,charcoal and pastel on paper,Charbon de bois et pastel sur papier,works on paper
6691,charcoal and pencil on paper,Charbon de bois et crayon sur papier,works on paper
6692,charcoal on brown buff paper,Charbon de bois sur papier brun chamois,works on paper
6693,charcoal on cream wove paper,Charbon de bois sur papier vélin crème,works on paper
6694,charcoal on sketchbook paper,Charbon de bois sur papier de carnets de croquis,works on paper
6695,charcoal with chalk on paper,Charbon de bois avec craie sur papier,works on paper
6696,Chinese pen and ink on paper,Papier et encre chinois sur papier,works on paper
6697,collage and acrylic on paper,Collage et acrylique sur papier,works on paper
6698,collage and gouache on paper,Collage et gouache sur papier,works on paper
6699,collage and paper on Pavatex,Collage et papier sur Pavatex,works on paper
6700,color pencil on letter paper,Crayon couleur sur papier,works on paper
6701,colour wash over pen and ink,Laver la couleur du stylo et de l'encre,works on paper
6702,crayon and charcoal on paper,Crayon et fusain sur papier,works on paper
6703,felt tip and pencil on paper,Pointe feutre et crayon sur papier,works on paper
6704,felt tip pen and watercolour,Feutre de feutre et aquarelle,works on paper
6705,felt tip pen on glossy paper,Feutre feutre sur papier glacé,works on paper
6706,felt tip pen on smooth paper,Feutre feutre sur papier lisse,works on paper
6707,gouache and acrylic on paper,Gouache et acrylique sur papier,works on paper
6708,gouache and collage on board,Gouache et collage à bord,works on paper
6709,gouache and collage on paper,Gouache et collage sur papier,works on paper
6710,gouache and varnish on paper,Gouache et vernis sur papier,works on paper
6711,gouache on paper on masonite,Gouache sur papier sur masonite,works on paper
6712,gouache on paper under glass,Gouache sur papier sous verre,works on paper
6713,gouache on paper/light board,Gouache sur papier / tableau lumineux,works on paper
6714,gouache over pencil on board,Gouache sur le crayon à bord,works on paper
6715,gouache over pencil on paper,Gouache sur le crayon sur papier,works on paper
6716,"gouache, pastel ink and wash","Gouache, encre pastel et lavage",works on paper
6717,graphite & charcoal on paper,Graphite et charbon de bois sur papier,works on paper
6718,graphite and crayon on paper,Graphite et crayon sur papier,works on paper
6719,graphtie on primed cardboard,Graphtie sur carton primé,works on paper
6720,"Hanging scroll, ink on paper","Défilement, encre sur papier",works on paper
6721,"Hanging scroll, ink on satin","Enrouleau de suspension, encre sur satin",works on paper
6722,ink and collage on parchment,Encre et collage sur parchemin,works on paper
6723,Ink and colors on pith paper,Ink et couleurs sur papier pith,works on paper
6724,ink and tempera on cardboard,Encre et tempéra sur carton,works on paper
6725,ink and watercolor on cotton,Encre et aquarelle sur coton,works on paper
6726,ink and watercolour on paper,Encre et aquarelle sur papier,works on paper
6727,ink mixed with white pigment,Encre mélangée avec pigment blanc,works on paper
6728,ink on Japanese paper scroll,Encre sur papier japonais,works on paper
6729,ink on paper mounted on card,Encre sur papier monté sur carte,works on paper
6730,ink wash and pencil on paper,Lavage à l'encre et crayon sur papier,works on paper
6731,"ink, color pencil and gouach","Encre, crayon de couleur et gouache",works on paper
6732,"ink, ink wash and highlights","Encre, lavage à l'encre et faits saillants",works on paper
6733,mixed media on Chinese paper,Médias mixtes sur papier chinois,works on paper
6734,mixed media on cut cardboard,Supports mixtes sur carton coupé,works on paper
6735,mixed media on drawing board,Support mixte sur le tableau de dessin,works on paper
6736,mixed media on drawing paper,Médias mixtes sur papier dessin,works on paper
6737,mixed media on paper on wood,Milieu mixte sur papier sur bois,works on paper
6738,mixed media on printed paper,Médias mixtes sur papier imprimé,works on paper
6739,mixed media on tracing paper,Support mixte sur le papier de traçage,works on paper
6740,oil and chalk on graph paper,Huile et craie sur papier graphique,works on paper
6741,paper collage w/ mixed media,Collage sur papier avec supports mixtes,works on paper
6742,pastel and charcoal on panel,Pastel et charbon de bois sur panneau,works on paper
6743,pastel and charcoal on paper,Pastel et fusain sur papier,works on paper
6744,pastel and graphite on paper,Pastel et graphite sur papier,works on paper
6745,pastel and ink wash on paper,Pâtes au pastel et à l'encre sur papier,works on paper
6746,pastel and oil wash on paper,Pastel et lavage à l'huile sur papier,works on paper
6747,pastel on paper on cardboard,Pastel sur papier sur carton,works on paper
6748,pastel on yellow-green paper,Pastel sur papier jaune-vert,works on paper
6749,"pastel, charcoal and gouache","Pastel, charbon de bois et gouache",works on paper
6750,pen and black ink on ivorine,Stylo et encre noire sur ivorine,works on paper
6751,"pen and black ink, grey wash","Stylo et encre noire, lave-gris",works on paper
6752,pen and ink and opaque white,Plume et encre et blanc opaque,works on paper
6753,pen and ink on drawing board,Plume et encre sur carton,works on paper
6754,pen and ink on tracing paper,Plume et encre sur le papier de traçage,works on paper
6755,pen and watercolour on paper,Plume et aquarelle sur papier,works on paper
6756,"pen, brush, ink and ink wash","Lavage à la plume, à l'encre, à l'encre et à l'encre",works on paper
6757,pencial and gouache on paper,Péncial et gouache sur papier,works on paper
6758,pencil and blue ink on paper,Crayon et encre bleue sur papier,works on paper
6759,pencil and charcoal on paper,Crayon et fusain sur papier,works on paper
6760,pencil and graphite on paper,Crayon et graphite sur papier,works on paper
6761,pencil and liquitex on paper,Crayon et liquitex sur papier,works on paper
6762,pencil and pen and black ink,Crayon et stylo et encre noire,works on paper
6763,pencil and sanguine on paper,Crayon et optimisme sur papier,works on paper
6764,"pencil and watercolour, oval","Crayon et aquarelle, ovale",works on paper
6765,pencil heightened with white,Crayon rehaussa de blanc,works on paper
6766,pencil heightened with whtie,Crayon renforcé avec cravate,works on paper
6767,pencil on archival cardboard,Crayon sur carton d'archives,works on paper
6768,pencil on paper on cardboard,Crayon sur papier sur carton,works on paper
6769,pencil on simili Japan paper,Crayon sur papier simili Japon,works on paper
6770,pencil pen and wash on paper,Stylo à crayon et lavage sur papier,works on paper
6771,pencil with crayon on vellum,Crayon avec crayon sur vélin,works on paper
6772,"pencil, charcoal and ink was","Le crayon, le charbon de bois et l'encre",works on paper
6773,"pencil, crayon and oil chalk","Crayon, crayon et craie d'huile",works on paper
6774,"pencil, ink and wash drawing","Dessin au crayon, à l'encre et au lavage",works on paper
6775,"pencil, pen, ink and gouache","Crayon, stylo, encre et gouache",works on paper
6776,postcards laid on white card,Cartes postales posées sur une carte blanche,works on paper
6777,"red chalk, pen and brown ink","Craie rouge, plume et encre brune",works on paper
6778,stamped paper laid to canvas,Papier tamponné posé sur toile,works on paper
6779,two gouache and ink drawings,Deux dessins de gouache et d'encre,works on paper
6780,watercolor & pencil on paper,Aquarelle et crayon sur papier,works on paper
6781,watercolor and brush and ink,Aquarelle et pinceau et encre,works on paper
6782,watercolor and felt on paper,Aquarelle et feutre sur papier,works on paper
6783,watercolor and paper collage,Aquarelle et collage sur papier,works on paper
6784,watercolor and pencil (both),Aquarelle et crayon (les deux),works on paper
6785,watercolor and wash on paper,Aquarelle et lavage sur papier,works on paper
6786,watercolor on handmade paper,Aquarelle sur papier fait main,works on paper
6787,watercolor on recycled paper,Aquarelle sur papier recytable,works on paper
6788,watercolor on tan wove paper,Aquarelle sur papier vélin tan,works on paper
6789,watercolor on thin cardboard,Aquarelle sur carton mince,works on paper
6790,watercolor with black pencil,Aquarelle avec crayon noir,works on paper
6791,watercolor with ink and wash,Aquarelle avec encre et lavage,works on paper
6792,"watercolor, chalk and pencil","Aquarelle, craie et crayon",works on paper
6793,"watercolor, gouache on paper","Aquarelle, gouache sur papier",works on paper
6794,watercolor; heightened white,Aquarelle ; blanc élevé,works on paper
6795,watercolour and ink on paper,Aquarelle et encre sur papier,works on paper
6796,watercolour and oil on paper,Aquarelle et huile sur papier,works on paper
6797,watercolour on tan cardboard,Aquarelle sur carton tan,works on paper
6798,watercolour with pen and ink,Aquarelle avec stylo et encre,works on paper
6799,black chalk with brown wash,Craie noire avec lavage brun,works on paper
6800,bruand ink on yellow vellum,Encre de contusion sur vélin jaune,works on paper
6801,brush and gray ink and wash,Brosse et encre grise et lavage,works on paper
6802,brush and ink on buff paper,Brosse et encre sur papier chamois,works on paper
6803,brush on paper on cardboard,Brosse sur papier sur carton,works on paper
6804,chalk heightened with white,Craie rehausse de blanc,works on paper
6805,charcoal and blending stump,Charbon de bois et moignon,works on paper
6806,charcoal on blue-gray paper,Charbon de bois sur papier bleu-gris,works on paper
6807,charcoal on paper on canvas,Charbon de bois sur papier sur toile,works on paper
6808,collage and pastel on paper,Collage et pastel sur papier,works on paper
6809,collage of matches on paper,Collage de allumettes sur papier,works on paper
6810,"collage, ink and watercolor","Collage, encre et aquarelle",works on paper
6811,color chalk and mixed media,Craie couleur et médias mixtes,works on paper
6812,color chalk and pen and ink,Craie couleur et crayon et encre,works on paper
6813,color ink on handmade paper,Encre couleur sur papier fait main,works on paper
6814,Craypas and enamel on paper,Craypas et émail sur papier,works on paper
6815,enamel and collage on paper,émail et collage sur papier,works on paper
6816,felt tip pen on white paper,Feutre feutre sur papier blanc,works on paper
6817,glazed gouache on cardboard,Gouache vitrée sur carton,works on paper
6818,goauche and pastel on paper,Goauche et pastel sur papier,works on paper
6819,gouache and crayon on paper,Gouache et crayon sur papier,works on paper
6820,gouache and paper on canvas,Gouache et papier sur toile,works on paper
6821,gouache and pastel on paper,Gouache et pastel sur papier,works on paper
6822,gouache and pencil on paper,Gouache et crayon sur papier,works on paper
6823,gouache on blue hard vellum,Gouache sur vélin bleu,works on paper
6824,gouache on corrugated paper,Gouache sur papier ondulé,works on paper
6825,gouache on dark brown paper,Gouache sur papier brun foncé,works on paper
6826,gouache on heavy blue paper,Gouache sur papier bleu lourd,works on paper
6827,gouache on shaped foam core,Gouache en mousse en forme de mousse,works on paper
6828,gouache over pencil drawing,Gouache sur le dessin au crayon,works on paper
6829,graphite and colored pencil,Graphite et crayon de couleur,works on paper
6830,graphite and conte on paper,Graphite et conte sur papier,works on paper
6831,graphite on thick cardboard,Graphite sur carton épais,works on paper
6832,"Hanging scroll, ink on silk","Parrouillage, encre sur soie",works on paper
6833,India ink and white gouache,L'encre de l'Inde et la gouache blanche,works on paper
6834,india ink on drafting paper,Encre india sur papier dessin,works on paper
6835,india ink on tan wove paper,Encre indépendante sur papier vélin tan,works on paper
6836,ink and bodycolour on paper,Encre et couleur du corps sur papier,works on paper
6837,ink and oil pastel on paper,Pastel à l'encre et au pétrole sur papier,works on paper
6838,ink and watercolor on board,Encre et aquarelle à bord,works on paper
6839,ink and watercolor on paper,Encre et aquarelle sur papier,works on paper
6840,ink on gelatin silver print,Encre sur la gélatine en argent,works on paper
6841,ink on paper laid to canvas,Encre sur papier posé sur toile,works on paper
6842,ink on stencil on cut paper,Encre sur le pochoir sur papier coupé,works on paper
6843,"ink wash , ink and charcoal","Lavage à l'encre, encre et charbon de bois",works on paper
6844,"ink, gouache and watercolor","Encre, gouache et aquarelle",works on paper
6845,"ink, watercolor and gouache","Encre, aquarelle et gouache",works on paper
6846,marker-pen and ink on paper,Marqueur-crayon et encre sur papier,works on paper
6847,mixed media on artist board,Médias mixtes sur le tableau d'artistes,works on paper
6848,mixed media on black ground,Médias mixtes sur le sol noir,works on paper
6849,mixed media on glossy paper,Médias mixtes sur papier glacé,works on paper
6850,mixed media on primed paper,Médias mixtes sur papier apprêté,works on paper
6851,oil pastel on colored paper,Pastel à huile sur papier coloré,works on paper
6852,oil pastel on cut cardboard,Pastel à huile sur carton coupé,works on paper
6853,opaque white on black paper,Blanc opaque sur papier noir,works on paper
6854,pastel and acrylic on paper,Pastel et acrylique sur papier,works on paper
6855,pastel and collage on paper,Pastel et collage sur papier,works on paper
6856,pastel and gouache on paper,Pastel et gouache sur papier,works on paper
6857,pastel on paper under glass,Pastel sur papier sous verre,works on paper
6858,"pastel, crayon and charcoal","Pastel, crayon et charbon de bois",works on paper
6859,pen and black and brown ink,Plume et encre noire et brune,works on paper
6860,"pen and black ink, unframed","Stylo et encre noire, non encadré",works on paper
6861,pen and brown ink with wash,Stylo et encre marron avec lavage,works on paper
6862,pen and ink and watercolour,Plume et encre et aquarelle,works on paper
6863,pen and ink on glossy paper,Plume et encre sur papier glacé,works on paper
6864,pen and ink with sepia wash,Plume et encre avec lavage sepia,works on paper
6865,pen and watercolor on paper,Plume et aquarelle sur papier,works on paper
6866,pen brush and ink with wash,Brosse à stylo et encre avec lavage,works on paper
6867,pencil and acrylic on paper,Crayon et acrylique sur papier,works on paper
6868,pencil and collage on paper,Crayon et collage sur papier,works on paper
6869,pencil and gouache on paper,Crayon et gouache sur papier,works on paper
6870,pencil and oil on oil paper,Crayon et huile sur papier à huile,works on paper
6871,Pencil and white highlights,Faits saillants au crayon et au blanc,works on paper
6872,pencil with pale green wash,Crayon à lessive vert pâle,works on paper
6873,"pencil, pastel and charcoal","Crayon, pastel et charbon de bois",works on paper
6874,red chalk on handmade paper,Craie rouge sur papier fait main,works on paper
6875,"sanguine, pen and black ink","Encre, stylo et encre noire",works on paper
6876,sepia ink on handmade paper,Encre sepia sur papier fait à la main,works on paper
6877,type and ink on a photocopy,Le type et l'encre sur une photocopie ;,works on paper
6878,watercolor and black pencil,Aquarelle et crayon noir,works on paper
6879,watercolor and ink on panel,Aquarelle et encre sur panneau,works on paper
6880,watercolor and ink on paper,Aquarelle et encre sur papier,works on paper
6881,watercolor and oil on paper,Aquarelle et huile sur papier,works on paper
6882,watercolor and opaque white,Aquarelle et blanc opaque,works on paper
6883,watercolor and wash on silk,Aquarelle et lave en soie,works on paper
6884,watercolor gouache on paper,Gouache d'aquarelle sur papier,works on paper
6885,watercolor gouache oxidized,Gouache d'eau oxydée,works on paper
6886,watercolor on Arches vellum,Aquarelle sur Arches vellum,works on paper
6887,watercolor on drawing board,Aquarelle sur panneau de dessin,works on paper
6888,watercolor on grained paper,Aquarelle sur papier grainé,works on paper
6889,watercolor on Ingres Ecoles,Aquarelle sur Ingres Ecoles,works on paper
6890,watercolor on natural paper,Aquarelle sur papier naturel,works on paper
6891,watercolor wash over pencil,Lavage à l'eau au crayon,works on paper
6892,watercolor with black chalk,Aquarelle avec craie noire,works on paper
6893,watercolor with pen and ink,Aquarelle avec stylo et encre,works on paper
6894,"watercolor, pen and glitter","Aquarelle, stylo et pairpe",works on paper
6895,"watercolor, pencil on paper","Aquarelle, crayon sur papier",works on paper
6896,watercolour and body colour,Aquarelle et couleur du corps,works on paper
6897,watercolour and ink drawing,Aquarelle et dessin d'encre,works on paper
6898,watercolour and mixed media,Aquarelle et médias mixtes,works on paper
6899,watercolour and pen and ink,Aquarelle et stylo et encre,works on paper
6900,watercolour on Arches paper,Aquarelle sur papier Arches,works on paper
6901,"watercolour, ink and pastel","Aquarelle, encre et pastel",works on paper
6902,"album leaves, ink on paper","Feuilles d'album, encre sur papier",works on paper
6903,black chalk and watercolor,Craie noire et aquarelle,works on paper
6904,black chalk on Japan paper,Craie noire sur papier du Japon,works on paper
6905,black ink and opaque white,Encre noire et blanc opaque,works on paper
6906,black pencil and brown ink,Crayon noir et encre brune,works on paper
6907,black pencil on blue paper,Crayon noir sur papier bleu,works on paper
6908,brown ink wash and gouache,Lavage à l'encre brune et gouache,works on paper
6909,carbon and casein on paper,Carbone et caséine sur papier,works on paper
6910,casein and crayon on paper,Caséine et crayon sur papier,works on paper
6911,chalk on colored cardboard,Craie sur carton de couleur,works on paper
